,0,1,0
1828,2020 January 03,  Quadrantids over the Great Wall,https://apod.nasa.gov/apod/ap200103.html
1829,2020 January 04,  Aurora Slathers Up the Sky,https://apod.nasa.gov/apod/ap200104.html
1830,2020 January 05,  A Starry Night of Iceland,https://apod.nasa.gov/apod/ap200105.html
1831,2020 January 06,  Tumultuous Clouds of Jupiter,https://apod.nasa.gov/apod/ap200106.html
1832,2020 January 07,  IC 405,https://apod.nasa.gov/apod/ap200107.html
1833,2020 January 08,  Galaxies in the River,https://apod.nasa.gov/apod/ap200108.html
1834,2020 January 09,  Perihelion to Aphelion,https://apod.nasa.gov/apod/ap200109.html
1835,2020 January 10,  Nacreous Clouds over Sweden,https://apod.nasa.gov/apod/ap200110.html
1836,2020 January 11,  NGC 602 and Beyond,https://apod.nasa.gov/apod/ap200111.html
1837,2020 January 12,  Stars and Dust in Corona Australis,https://apod.nasa.gov/apod/ap200112.html
1838,2020 January 13,  A Desert Eclipse,https://apod.nasa.gov/apod/ap200113.html
1839,2020 January 14,  Evidence of an Active Volcano on Venus,https://apod.nasa.gov/apod/ap200114.html
1840,2020 January 15,  Iridescent Clouds over Sweden,https://apod.nasa.gov/apod/ap200115.html
1841,2020 January 16,  NGC 247 and Friends,https://apod.nasa.gov/apod/ap200116.html
1842,2020 January 17,  Apollo 17,https://apod.nasa.gov/apod/ap200117.html
1843,2020 January 18,  An Almost Eclipse of the Moon,https://apod.nasa.gov/apod/ap200118.html
1844,2020 January 19,  M1,https://apod.nasa.gov/apod/ap200119.html
1845,2020 January 20,  Quadrantid Meteors through Orion,https://apod.nasa.gov/apod/ap200120.html
1846,2020 January 21,  Parker,https://apod.nasa.gov/apod/ap200121.html
1847,2020 January 22,  The Hyades Star Cluster,https://apod.nasa.gov/apod/ap200122.html
1848,2020 January 23,  Globular Star Cluster NGC 6752,https://apod.nasa.gov/apod/ap200123.html
1849,2020 January 24,  Into the Shadow,https://apod.nasa.gov/apod/ap200124.html
1850,2020 January 25,  Rubin's Galaxy,https://apod.nasa.gov/apod/ap200125.html
1851,2020 January 26,  Hills Ridges and Tracks on Mars,https://apod.nasa.gov/apod/ap200126.html
1852,2020 January 27,  Comet CG Evaporates,https://apod.nasa.gov/apod/ap200127.html
1853,2020 January 28,  Star Formation in the Tadpole Nebula,https://apod.nasa.gov/apod/ap200128.html
1854,2020 January 29,  Milky Way over Yellowstone,https://apod.nasa.gov/apod/ap200129.html
1855,2020 January 30,  Two Clusters and a Comet,https://apod.nasa.gov/apod/ap200130.html
1856,2020 January 31,  Goldilocks Zones and Stars,https://apod.nasa.gov/apod/ap200131.html
1857,2020 February 01,  Apollo 14 Heads for Home,https://apod.nasa.gov/apod/ap200201.html
1858,2020 February 02,  Zeta Oph,https://apod.nasa.gov/apod/ap200202.html
1859,2020 February 03,  Solar Granules at Record High Resolution,https://apod.nasa.gov/apod/ap200203.html
1860,2020 February 04,  A Sunset Night Sky over the Grand Canyon,https://apod.nasa.gov/apod/ap200204.html
1861,2020 February 05,  Lunar Eclipse Perspectives,https://apod.nasa.gov/apod/ap200205.html
1862,2020 February 06,  Southern Moonscape,https://apod.nasa.gov/apod/ap200206.html
1863,2020 February 07,  NGC 7331 Close Up,https://apod.nasa.gov/apod/ap200207.html
1864,2020 February 08,  Cosmic Clouds in the Unicorn,https://apod.nasa.gov/apod/ap200208.html
1865,2020 February 09,  To Fly Free in Space,https://apod.nasa.gov/apod/ap200209.html
1866,2020 February 10,  Solar Eclipse over the UAE,https://apod.nasa.gov/apod/ap200210.html
1867,2020 February 11,  Launch of the Solar Orbiter,https://apod.nasa.gov/apod/ap200211.html
1868,2020 February 12,  Star Trails of the North and South,https://apod.nasa.gov/apod/ap200212.html
1869,2020 February 13,  Spitzer's Trifid,https://apod.nasa.gov/apod/ap200213.html
1870,2020 February 14,  The Pale Blue Dot,https://apod.nasa.gov/apod/ap200214.html
1871,2020 February 15,  Carina Nebula Close Up,https://apod.nasa.gov/apod/ap200215.html
1872,2020 February 16,  NGC 2392,https://apod.nasa.gov/apod/ap200216.html
1873,2020 February 17,  The Changing Surface of Fading Betelgeuse,https://apod.nasa.gov/apod/ap200217.html
1874,2020 February 18,  Orion over the Central Bohemian Highlands,https://apod.nasa.gov/apod/ap200218.html
1875,2020 February 19,  UGC 12591,https://apod.nasa.gov/apod/ap200219.html
1876,2020 February 20,  Trifecta at Twilight,https://apod.nasa.gov/apod/ap200220.html
1877,2020 February 21,  LDN 1622,https://apod.nasa.gov/apod/ap200221.html
1878,2020 February 22,  Central Centaurus A,https://apod.nasa.gov/apod/ap200222.html
1879,2020 February 23,  Illustris Simulation of the Universe,https://apod.nasa.gov/apod/ap200223.html
1880,2020 February 24,"  Moon Corona, Halo, and Arcs over Manitoba",https://apod.nasa.gov/apod/ap200224.html
1881,2020 February 25,  Jupiter's Magnetic Field from Juno,https://apod.nasa.gov/apod/ap200225.html
1882,2020 February 26,  NGST-10b,https://apod.nasa.gov/apod/ap200226.html
1883,2020 February 27,  Two Hemisphere Night Sky,https://apod.nasa.gov/apod/ap200227.html
1884,2020 February 28,  South Celestial Rocket Launch,https://apod.nasa.gov/apod/ap200228.html
1885,2020 February 29,  Julius Caesar and Leap Days,https://apod.nasa.gov/apod/ap200229.html
1886,2020 March 01,  A Hole in Mars,https://apod.nasa.gov/apod/ap200301.html
1887,2020 March 02,  Sharpless 308,https://apod.nasa.gov/apod/ap200302.html
1888,2020 March 03,  Apollo 13 Views of the Moon,https://apod.nasa.gov/apod/ap200303.html
1889,2020 March 04,  The Slow Dance of Galaxies NGC 5394 and 5395,https://apod.nasa.gov/apod/ap200304.html
1890,2020 March 05,"  The Light, the Dark, and the Dusty",https://apod.nasa.gov/apod/ap200305.html
1891,2020 March 06,  Mars Panorama from Curiosity,https://apod.nasa.gov/apod/ap200306.html
1892,2020 March 07,  Pic du Midi Panorama,https://apod.nasa.gov/apod/ap200307.html
1893,2020 March 08,  Wolf Rayet Star 124,https://apod.nasa.gov/apod/ap200308.html
1894,2020 March 09,  Milky Way and Zodiacal Light over Chile,https://apod.nasa.gov/apod/ap200309.html
1895,2020 March 10,  Wide Field,https://apod.nasa.gov/apod/ap200310.html
1896,2020 March 11,  An Extreme Black Hole Outburst,https://apod.nasa.gov/apod/ap200311.html
1897,2020 March 12,  Falcon 9 Boostback,https://apod.nasa.gov/apod/ap200312.html
1898,2020 March 13,  Starry Night by Jean Fran̤ois Millet,https://apod.nasa.gov/apod/ap200313.html
1899,2020 March 14,  Moonrise and Mountain Shadow,https://apod.nasa.gov/apod/ap200314.html
1900,2020 March 15,  The Snows of Churyumov Gerasimenko,https://apod.nasa.gov/apod/ap200315.html
1901,2020 March 16,  A Moon Dressed Like Saturn,https://apod.nasa.gov/apod/ap200316.html
1902,2020 March 17,  M77,https://apod.nasa.gov/apod/ap200317.html
1903,2020 March 18,  Anticrepuscular Rays over Florida,https://apod.nasa.gov/apod/ap200318.html
1904,2020 March 19,  M13,https://apod.nasa.gov/apod/ap200319.html
1905,2020 March 20,"  Morning, Planets, Moon, and Montreal",https://apod.nasa.gov/apod/ap200320.html
1906,2020 March 21,  Comet ATLAS and the Mighty Galaxies,https://apod.nasa.gov/apod/ap200321.html
1907,2020 March 22,  Moon Setting Behind Teide Volcano,https://apod.nasa.gov/apod/ap200322.html
1908,2020 March 23,  From the Pleiades to the Eridanus Loop,https://apod.nasa.gov/apod/ap200323.html
1909,2020 March 24,  A Black Hole Disrupts a Passing Star,https://apod.nasa.gov/apod/ap200324.html
1910,2020 March 25,  Star Forming Region S106,https://apod.nasa.gov/apod/ap200325.html
1911,2020 March 26,  Andromeda Station,https://apod.nasa.gov/apod/ap200326.html
1912,2020 March 27,  A Little Drop of Galaxy,https://apod.nasa.gov/apod/ap200327.html
1913,2020 March 28,  Stars Trail over Ragusa,https://apod.nasa.gov/apod/ap200328.html
1914,2020 March 29,  A 212 Hour Exposure of Orion,https://apod.nasa.gov/apod/ap200329.html
1915,2020 March 30,  The Colors of Saturn from Cassini,https://apod.nasa.gov/apod/ap200330.html
1916,2020 March 31,  The Galactic Center from Radio to X ray,https://apod.nasa.gov/apod/ap200331.html
1917,2020 April 01,  Asteroid or Potato,https://apod.nasa.gov/apod/ap200401.html
1918,2020 April 02,  Venus and the Pleiades in April,https://apod.nasa.gov/apod/ap200402.html
1919,2020 April 03,  The Traffic in Taurus,https://apod.nasa.gov/apod/ap200403.html
1920,2020 April 04,  Venus and the Sisters,https://apod.nasa.gov/apod/ap200404.html
1921,2020 April 05,  Color the Universe,https://apod.nasa.gov/apod/ap200405.html
1922,2020 April 06,  NGC 1672,https://apod.nasa.gov/apod/ap200406.html
1923,2020 April 07,  A Path North,https://apod.nasa.gov/apod/ap200407.html
1924,2020 April 08,  Country Sky versus City Sky,https://apod.nasa.gov/apod/ap200408.html
1925,2020 April 09,  A Flow of Time,https://apod.nasa.gov/apod/ap200409.html
1926,2020 April 10,  Full Moon of Spring,https://apod.nasa.gov/apod/ap200410.html
1927,2020 April 11,  Venus and the Pleiades in April,https://apod.nasa.gov/apod/ap200411.html
1928,2020 April 12,  The Horsehead Nebula in Infrared from Hubble,https://apod.nasa.gov/apod/ap200412.html
1929,2020 April 13,  A Sailing Stone across Death Valley,https://apod.nasa.gov/apod/ap200413.html
1930,2020 April 14,  NGC 253,https://apod.nasa.gov/apod/ap200414.html
1931,2020 April 15,  A Cosmic Triangle,https://apod.nasa.gov/apod/ap200415.html
1932,2020 April 16,  Comet ATLAS Breaks Up,https://apod.nasa.gov/apod/ap200416.html
1933,2020 April 17,  The Windmill and the Star Trails,https://apod.nasa.gov/apod/ap200417.html
1934,2020 April 18,  Just Another Day on Aerosol Earth,https://apod.nasa.gov/apod/ap200418.html
1935,2020 April 19,  Cassini Approaches Saturn,https://apod.nasa.gov/apod/ap200419.html
1936,2020 April 20,  IC 2944,https://apod.nasa.gov/apod/ap200420.html
1937,2020 April 21,  Eye on the Milky Way,https://apod.nasa.gov/apod/ap200421.html
1938,2020 April 22,  Planet Earth at Twilight,https://apod.nasa.gov/apod/ap200422.html
1939,2020 April 23,  Lyrid Meteor Streak,https://apod.nasa.gov/apod/ap200423.html
1940,2020 April 24,  Around the World at Night,https://apod.nasa.gov/apod/ap200424.html
1941,2020 April 25,  Hubble's Cosmic Reef,https://apod.nasa.gov/apod/ap200425.html
1942,2020 April 26,  Edwin Hubble Discovers the Universe,https://apod.nasa.gov/apod/ap200426.html
1943,2020 April 27,  Fresh Tiger Stripes on Saturns Enceladus,https://apod.nasa.gov/apod/ap200427.html
1944,2020 April 28,  The Kepler 90 Planetary System,https://apod.nasa.gov/apod/ap200428.html
1945,2020 April 29,  The Ion Tail of New Comet SWAN,https://apod.nasa.gov/apod/ap200429.html
1946,2020 April 30,  Andromeda Island Universe,https://apod.nasa.gov/apod/ap200430.html
1947,2020 May 01,  A View Toward M106,https://apod.nasa.gov/apod/ap200501.html
1948,2020 May 02,"  Radio, The Big Ear, and the WOW Signal",https://apod.nasa.gov/apod/ap200502.html
1949,2020 May 03,  A Message from Earth,https://apod.nasa.gov/apod/ap200503.html
1950,2020 May 04,  Earth Flyby of BepiColombo,https://apod.nasa.gov/apod/ap200504.html
1951,2020 May 05,  Carina in Perspective,https://apod.nasa.gov/apod/ap200505.html
1952,2020 May 06,  LDN 1471,https://apod.nasa.gov/apod/ap200506.html
1953,2020 May 07,  Analemma of the Moon,https://apod.nasa.gov/apod/ap200507.html
1954,2020 May 08,  Long Tailed Comet SWAN,https://apod.nasa.gov/apod/ap200508.html
1955,2020 May 09,  Full Flower Moonrise,https://apod.nasa.gov/apod/ap200509.html
1956,2020 May 10,  The Porpoise Galaxy from Hubble,https://apod.nasa.gov/apod/ap200510.html
1957,2020 May 11,  Behind Betelgeuse,https://apod.nasa.gov/apod/ap200511.html
1958,2020 May 12,  Lyrid Meteors from the Constellation Lyra,https://apod.nasa.gov/apod/ap200512.html
1959,2020 May 13,  Jupiter in Infrared from Gemini,https://apod.nasa.gov/apod/ap200513.html
